,Class
217762,0
4873,0
235785,0
170254,0
79258,0
219505,0
55887,0
213909,0
22022,0
45224,0
154154,0
253417,0
21875,0
213538,0
205048,0
197829,0
66097,0
121375,0
61849,0
148324,0
245681,0
15852,0
226657,0
219448,0
120678,0
119370,0
282838,0
207396,0
108002,0
33092,0
113778,0
250010,0
160667,0
143699,0
259574,0
184591,0
9606,0
27438,0
253902,0
172731,0
64570,0
30671,0
117155,0
129310,0
207807,0
22984,0
105303,0
127873,0
16198,0
128067,0
83914,0
152055,0
271630,0
24475,0
189608,0
176144,0
246643,0
239679,0
87948,0
34053,0
244995,0
114948,0
43632,0
218963,0
104159,0
114394,0
173460,0
160239,0
105660,0
161410,0
196535,0
256828,0
221884,0
216923,0
147814,0
103480,0
184316,0
194602,0
206460,0
145233,0
105625,0
235335,0
70957,0
5392,0
119549,0
157276,0
19327,0
247825,0
31247,0
29631,0
60389,0
35761,0
120937,0
170427,0
14574,0
72588,0
213325,0
235655,0
180578,0
96625,0
210525,0
16351,0
72659,0
277773,0
33150,0
228153,0
248459,0
264908,0
259416,0
215818,0
134215,0
123341,0
281197,0
7565,0
123860,0
203453,0
173340,0
233501,0
247289,0
168918,0
43940,0
259053,0
158090,0
80158,0
127116,0
269090,0
132734,0
244379,0
198796,0
92260,0
8538,0
96023,0
93842,0
221517,0
66032,0
54795,0
187622,0
66291,0
154448,0
65915,0
220805,0
175895,0
187048,0
275448,0
4444,0
34119,0
223508,0
472,0
118002,0
39950,0
60880,0
274565,0
150949,0
187182,0
10785,0
196180,0
235823,0
137459,0
180881,0
225591,0
107111,0
171342,0
160305,0
33001,0
93212,0
148406,0
217384,0
111591,0
31896,0
171573,0
199734,0
60672,0
242972,0
78552,0
276123,0
61326,0
219944,0
160068,0
209136,0
151333,0
67299,0
150726,0
98910,0
218861,0
264186,0
15914,0
251831,0
105408,0
53799,0
223992,0
80308,0
47953,0
272800,0
238535,0
35632,0
59458,0
96926,0
111877,0
54724,0
97446,0
246957,0
76912,0
129270,0
70335,0
224822,0
130117,0
7222,0
57071,0
266614,0
51680,0
218064,0
201331,0
246543,0
233356,0
269289,0
207400,0
188270,0
94658,0
106395,0
266126,0
163677,0
238197,0
8449,0
44339,0
261811,0
96481,0
83022,0
140528,0
221329,0
268232,0
254609,0
131895,0
72370,0
102584,0
268502,0
186164,0
51361,0
136186,0
97789,0
21742,0
109582,0
171388,0
133735,0
142807,0
224629,0
70299,0
9020,0
152182,0
282638,0
273482,0
192311,0
87270,0
136595,0
124932,0
272572,0
8455,0
82095,0
29315,0
248303,0
282358,0
2302,0
226999,0
161956,0
260546,0
228972,0
227076,0
31419,0
75262,0
234803,0
168995,0
92445,0
102195,0
273014,0
173180,0
107716,0
167027,0
204494,0
128000,0
263742,0
194200,0
248229,0
227675,0
264226,0
282087,0
38848,0
221612,0
135490,0
104750,0
212690,0
24769,0
186116,0
124381,0
246511,0
226984,0
108671,0
179692,0
282949,0
31854,0
266727,0
204171,0
81970,0
124593,0
85481,0
14446,0
219725,0
89084,0
3984,0
223142,0
158777,0
176568,0
78894,0
10008,0
178922,0
140065,0
249688,0
24713,0
60671,0
131785,0
86572,0
189083,0
235129,0
18957,0
209533,0
260775,0
228050,0
205973,0
47360,0
263089,0
77932,0
41346,0
88240,0
152856,0
249444,0
115416,0
34238,0
261368,0
65558,0
59738,0
113351,0
236884,0
25204,0
184038,0
235958,0
200483,0
209762,0
19485,0
112770,0
250062,0
228406,0
267236,0
164797,0
115490,0
42127,0
245964,0
68309,0
135347,0
57768,0
210783,0
181704,0
215984,1
248994,0
124189,0
73740,0
123595,0
189230,0
68708,0
173693,0
278703,0
155050,0
131259,0
198625,0
261908,0
123220,0
94067,0
167168,0
234864,0
27589,0
156170,0
13370,0
135634,0
192544,0
112851,0
193704,0
89820,0
281354,0
161295,0
55675,0
206909,0
113766,0
98616,0
166938,0
52746,0
146677,0
6121,0
195243,0
263610,0
86636,0
32158,0
267076,0
218397,0
134723,0
75323,0
96126,0
216036,0
104858,0
9993,0
232137,0
172889,0
273084,0
43619,0
245492,0
96392,0
193424,0
39566,0
241765,0
78752,0
99992,0
99870,0
258557,0
76744,0
59784,0
186737,0
29183,0
117940,0
163345,0
9968,0
190805,0
122423,0
249077,0
181247,0
61042,0
94077,0
221063,0
190121,0
91010,0
260155,0
182419,0
108224,0
222624,0
38124,0
27584,0
217711,0
267263,0
199513,0
70364,0
139968,0
27774,0
158465,0
81571,0
80686,0
152578,0
187550,0
105035,0
123659,0
165299,0
175207,0
6681,0
75803,0
252566,0
281715,0
21790,0
37532,0
15344,0
258512,0
116089,0
206855,0
30727,0
147805,0
268108,0
201831,0
171524,0
183542,0
85286,0
239953,0
227720,0
78538,0
81026,0
201960,0
204288,0
194070,0
103105,0
65468,0
18855,0
271604,0
147454,0
207768,0
179902,0
230031,0
271548,0
242928,0
209346,0
85970,0
10048,0
38523,0
223898,0
263693,0
33059,0
160391,0
209169,0
206105,0
136656,0
227600,0
56231,0
67474,0
9012,0
186063,0
24651,0
238389,0
269040,0
220323,0
259384,0
80909,0
126157,0
160719,0
206614,0
63423,0
3498,0
180467,0
191448,0
96592,0
171118,0
12753,0
233845,0
79256,0
213738,0
100671,0
241921,0
205784,0
21338,0
1720,0
186385,0
270584,0
33525,0
62729,0
152433,0
258620,0
151376,0
72499,0
39818,0
4741,0
197805,0
80843,0
72171,0
161590,0
60371,0
90331,0
165760,0
78559,0
121073,0
241369,0
33249,0
170903,0
218039,0
251074,0
277320,0
230006,0
118465,0
141373,0
213587,0
228252,0
134795,0
61090,0
84189,0
155871,0
102123,0
186112,0
94858,0
159760,0
237303,0
4003,0
178665,0
101534,0
214947,0
117974,0
121451,0
78838,0
16497,0
186334,0
268944,0
216942,0
71515,0
217314,0
164034,0
196553,0
263072,0
222470,0
48945,0
167862,0
161422,0
233450,0
121879,0
210566,0
108968,0
270300,0
253125,0
136913,0
25455,0
169398,0
130511,0
284205,0
111534,0
160222,0
200597,0
244279,0
78362,0
171989,0
258145,0
105318,0
84855,0
198998,0
142162,0
33064,0
168789,0
55928,0
229750,0
81502,0
45612,0
265415,0
219721,0
50215,0
179057,0
48957,0
94269,0
50326,0
166783,0
267152,0
210269,0
86340,0
92349,0
118167,0
265033,0
42710,0
90638,0
84483,0
242876,0
26142,0
113220,0
92859,0
216704,0
152296,0
24950,0
190015,0
196627,0
182777,0
75080,0
216358,0
123671,0
258467,0
110248,0
164174,0
58504,0
40852,0
22958,0
132706,0
210720,0
205443,0
218837,0
53567,0
154227,0
142017,0
191946,0
187994,0
254867,0
118873,0
240018,0
142238,0
77997,0
134599,0
249815,0
173538,0
60021,0
159326,0
62190,0
155771,0
192268,0
109211,0
47439,0
258097,0
132995,0
58454,0
214172,0
229075,0
244249,0
228712,0
100611,0
129426,0
147624,0
40736,0
60716,0
60524,0
139244,0
228609,0
229971,0
220287,0
250239,0
46273,0
115851,0
280214,0
168379,0
284460,0
244251,0
191582,0
148415,0
279924,0
2028,0
59348,0
258051,0
217516,0
108246,0
232964,0
81795,0
235337,0
54175,0
147176,0
147594,0
96258,0
110546,0
167136,0
60999,0
131545,0
144663,0
209549,0
12923,0
100602,0
84894,0
107030,0
47161,0
208358,0
273074,0
262306,0
145218,0
140304,0
165570,0
172798,0
260839,0
198640,0
205677,0
157941,0
81588,0
12538,0
177671,0
211132,0
147762,0
271380,0
149120,0
85192,0
169652,0
200150,0
207338,0
1840,0
12776,0
77919,0
226077,0
120547,0
104232,0
120240,0
174015,0
262664,0
185207,0
180986,0
178347,0
17928,0
277362,0
103599,0
227423,0
43558,0
267344,0
79779,0
123169,0
174806,0
272713,0
110403,0
251013,0
281167,0
218486,0
37092,0
193907,0
249602,0
24425,0
71843,0
15153,0
217748,0
15964,0
253365,0
65578,0
125719,0
3893,0
99446,0
256774,0
70124,0
166890,0
80166,0
35072,0
186171,0
42000,0
189479,0
184265,0
109319,0
80011,0
205509,0
126590,0
190069,0
236955,0
216193,0
269833,0
225757,0
205006,0
160094,0
258589,0
264977,0
45477,0
50224,0
60253,0
262417,0
168114,0
166390,0
62609,0
272190,0
5058,0
242866,0
177067,0
214657,0
151422,0
228107,0
27452,0
282767,0
76758,0
96763,0
231264,0
55548,0
146650,0
136665,0
35903,0
5522,0
120675,0
221335,0
176213,0
204726,0
166277,0
70412,0
178552,0
192126,0
206551,0
49725,0
267225,0
187964,0
199034,0
260878,0
71753,0
102349,0
213255,0
276686,0
9190,0
208036,0
78548,0
258942,0
218599,0
54970,0
49729,0
29820,0
95500,0
165112,0
194511,0
69513,0
179152,0
187144,0
162480,0
185214,0
172548,0
251228,0
21026,0
90548,0
225044,0
189972,0
52267,0
273899,0
146456,0
76828,0
168495,0
186110,0
50733,0
53261,0
77828,0
50402,0
78030,0
156959,0
174702,0
95791,0
168710,0
141926,0
168584,0
71255,0
114235,0
190568,0
83046,0
83964,0
266066,0
129025,0
240541,0
246797,0
153436,0
55823,0
272695,0
57302,0
237889,0
244349,0
260596,0
109799,0
227332,0
227156,0
250635,0
89141,0
195988,0
114339,0
174305,0
244585,0
274026,0
255302,0
139136,0
277467,0
259129,0
113744,0
8795,0
683,0
218243,0
206548,0
5880,0
191505,0
58910,0
2444,0
180592,0
236351,0
261830,0
212348,0
270905,0
69248,0
11966,0
47664,0
198131,0
6905,0
250887,0
207622,0
249784,0
203906,0
255385,0
253138,0
75152,0
219163,0
176515,0
8778,0
45817,0
59992,0
10857,0
276611,0
132908,0
93926,0
19202,0
214109,0
11826,0
199947,0
203213,0
200542,0
45651,0
194529,0
203978,0
96727,0
231052,0
176628,0
184359,0
180663,0
226472,0
261702,0
81306,0
145097,0
148618,0
250440,0
131358,0
181742,0
150185,0
54219,0
82729,0
133846,0
99842,0
200262,0
149956,0
32065,0
186908,0
113875,0
263052,0
3329,0
190338,0
233165,0
33429,0
209881,0
249424,0
241095,0
117720,0
282187,0
137029,0
50434,0
235808,0
17140,0
79808,0
107151,0
167264,0
15036,0
207145,0
155497,0
169491,0
278827,0
261672,0
199341,0
276000,0
219876,0
140012,0
265858,0
237346,0
183329,0
62231,0
11329,0
1632,0
73211,0
174526,0
148250,0
88597,0
268412,0
129591,0
56811,0
97724,0
267874,0
252606,0
23776,0
42862,0
35835,0
237870,0
100198,0
244714,0
35122,0
106194,0
278056,0
186204,0
28072,0
264006,0
43580,0
196040,0
133467,0
94285,0
254510,0
194808,0
284367,0
284753,0
160354,0
65419,0
5169,0
158349,0
100598,0
171068,0
209071,0
225470,0
23957,0
270280,0
222571,0
193265,0
96113,0
161067,0
231782,0
153587,0
274174,0
260507,0
205339,0
123992,0
46508,0
158807,0
136147,0
81274,0
115531,0
258298,0
202504,0
170925,0
163238,0
11630,0
258128,0
151486,0
15571,0
21553,0
197806,0
241158,0
163154,0
155948,0
19777,0
213980,0
215120,0
183199,0
143381,0
59606,0
155928,0
69140,0
76298,0
259728,0
4984,0
137695,0
239313,0
73716,0
275201,0
284026,0
26711,0
211493,0
140355,0
45301,0
47391,0
272869,0
67276,0
29561,0
95132,0
106825,0
179171,0
116594,0
93303,0
109324,0
40805,0
175432,0
187283,0
28754,0
210239,0
233542,0
3867,0
157946,0
24377,0
235487,0
257491,0
14958,0
268079,0
26303,0
114967,0
207297,0
225946,0
54357,0
282991,0
98691,0
52439,0
73813,0
185045,0
12911,0
116613,0
119250,0
42833,0
233923,0
99246,0
173028,0
228940,0
26571,0
249485,0
51878,0
187419,0
22257,0
102445,1
235230,0
273547,0
73868,0
190572,0
273307,0
56232,0
128202,0
249060,0
69206,0
199494,0
4480,0
25844,0
248037,0
208249,0
278459,0
245137,0
51997,0
112952,0
244961,0
178160,0
212618,0
173018,0
242559,0
244129,0
254966,0
82644,0
81254,0
6773,0
243664,0
131020,0
21509,0
231582,0
53577,0
207611,0
85745,0
180816,0
35668,0
40394,0
139837,0
238985,0
68742,0
56310,0
257476,0
47395,0
146563,0
124893,0
157625,0
24167,0
72100,0
63844,0
79208,0
197244,0
128622,0
269538,0
248698,0
174044,0
281037,0
277156,0
176829,0
25845,0
247956,0
20901,0
70505,0
109634,0
37701,0
108881,0
15307,0
116647,0
266234,0
61045,0
217874,0
71680,0
181114,0
174532,0
145648,0
85368,0
73454,0
232584,0
22656,0
4503,0
26331,0
42339,0
62270,0
14991,0
122521,0
218186,0
89668,0
225258,0
15321,0
15311,0
30800,0
217166,0
117284,0
165270,0
86156,0
145507,0
173161,0
239237,0
88304,0
228890,0
268319,0
132127,0
57547,0
60384,0
241773,0
193617,0
70410,0
90589,0
107463,0
274126,0
19130,0
232771,0
12594,0
164429,0
112756,0
179959,0
58405,0
77472,0
215630,0
110885,0
109090,0
32683,0
231392,0
24887,0
231390,0
108050,0
182424,0
20781,0
105946,0
110675,0
30900,0
247260,0
181594,0
88064,0
216480,0
131463,0
134921,0
273767,0
196481,0
159789,0
188877,0
2055,0
156726,0
255621,0
210448,0
130950,0
60414,0
62518,0
45459,0
21834,0
69392,0
132072,0
225503,0
245017,0
111998,0
241522,0
172633,0
256104,0
102666,0
236343,0
118009,0
92414,0
10955,0
129945,0
82160,0
5739,0
73936,0
178641,0
278793,0
52493,0
191845,0
110963,0
20590,0
106093,0
163053,0
238663,0
49895,0
198436,0
265525,0
41917,0
33396,0
154173,0
217901,0
41211,0
11460,0
245154,0
186914,0
47363,0
34034,0
158322,0
211797,0
264928,0
186830,0
240087,0
85114,0
238847,0
184940,0
149590,0
59811,0
39816,0
46119,0
120078,0
148547,0
241594,0
79530,0
125491,0
196074,0
220218,0
54044,0
36674,0
278040,0
175892,0
61019,0
158958,0
84627,0
237329,0
194467,0
3636,0
49255,0
53803,0
234784,0
197901,0
38771,0
199006,0
174930,0
180820,0
144350,0
143413,0
75961,0
143024,0
122795,0
92084,0
2611,0
129690,0
114494,0
273753,0
190546,0
148888,0
178169,0
80860,0
112366,0
214715,0
30148,0
234588,0
228240,0
192713,0
194730,0
86211,0
140323,0
102366,0
203725,0
160000,0
283638,0
130981,0
164424,0
23964,0
276578,0
37786,0
223702,0
7781,0
190749,0
70745,0
222204,0
140810,0
15679,0
184968,0
39982,0
64597,0
224232,0
52438,0
222547,0
114052,0
4277,0
60507,0
165282,0
261762,0
132349,0
91929,0
40409,0
234495,0
280,0
249460,0
37825,0
249200,0
265428,0
257346,0
141797,0
153343,0
157723,0
259799,0
250631,0
172584,0
7696,0
242515,0
90654,0
147159,0
44823,0
117030,0
234212,0
265466,0
197957,0
257354,0
62516,0
235531,0
55291,0
73594,0
171744,0
260361,0
29903,0
108557,0
83894,0
96004,0
265060,0
51218,0
108068,0
152927,0
43733,0
157174,0
203882,0
28779,0
238726,0
103427,0
141776,0
213102,0
236017,0
174753,0
133742,0
224349,0
34203,0
210468,0
107787,0
252590,0
108318,0
82772,0
240147,0
113799,0
217636,0
114890,0
258821,0
128450,0
115862,0
73863,0
36715,0
97205,0
52240,0
77992,0
37178,0
181234,0
157215,0
67571,0
244922,0
205127,0
172118,0
221338,0
19340,0
47982,0
115385,0
236031,0
167526,0
137395,0
75942,0
235689,0
243928,0
232726,0
8445,0
10387,0
175769,0
259696,0
18359,0
219880,0
92772,0
136307,0
264714,0
283470,0
198160,0
106542,0
21540,0
195582,0
155054,0
155561,0
85159,0
98255,0
190664,0
143356,0
112361,0
245946,0
217948,0
209546,0
256156,0
216461,0
54515,0
108793,0
159738,0
202802,0
159084,0
80311,0
53379,0
102309,0
35493,0
252036,0
82997,0
192422,0
112448,0
105913,0
235062,0
248238,0
40693,0
121696,0
69514,0
63026,0
122308,0
34742,0
274791,0
125579,0
13498,0
107152,0
142723,0
99435,0
5009,0
228128,0
2586,0
245959,0
43729,0
146722,0
2960,0
107753,0
66219,0
236353,0
224320,0
47041,0
74649,0
277965,0
203144,0
265789,0
62743,0
132939,0
269160,0
140348,0
13341,0
49507,0
128119,0
227153,0
112913,0
108071,0
197123,0
202412,0
211842,0
107489,0
109584,0
234701,0
123149,0
27768,0
62658,0
216300,0
79034,0
224261,0
62763,0
20892,0
108585,0
265722,0
148472,0
169330,0
42870,0
62003,0
79829,0
78357,0
84546,0
61615,0
29150,0
180101,0
60582,0
155442,0
268256,0
45286,0
140302,0
75630,0
41509,0
15238,0
145773,0
213866,0
281036,0
76880,0
94758,0
120342,0
133791,0
62901,0
117099,0
243733,0
80036,0
152310,0
256265,0
279407,0
250383,0
157134,0
103277,0
66290,0
35501,0
276493,0
147391,0
45186,0
103356,0
147141,0
13965,0
70709,0
62834,0
127774,0
120198,0
158987,0
40765,0
30380,0
120729,0
196421,0
222090,0
105983,0
32320,0
279151,0
254251,0
90655,0
132248,0
47935,0
264070,0
42445,0
9796,0
130470,0
21514,0
167151,0
163016,0
201318,0
91078,0
187986,0
109365,0
94690,0
169289,0
210198,0
220157,0
243172,0
4352,0
63813,0
2739,0
145358,0
1575,0
153389,0
9595,0
179200,0
152904,0
138766,0
257621,0
241335,0
184465,0
250280,0
233168,0
234429,0
186175,0
221559,0
173699,0
282653,0
79369,0
77417,0
283375,0
174604,0
98294,0
268439,0
130489,0
56186,0
279123,0
68760,0
17652,0
195902,0
174700,0
20391,0
69145,0
32634,0
224079,0
181277,0
114485,0
1556,0
188275,0
12141,0
66398,0
68736,0
205111,0
81949,0
17992,0
149352,0
11537,0
233369,0
203928,0
125233,0
110080,0
212159,0
109283,0
134710,0
21317,0
48886,0
89088,0
197826,0
139012,0
257879,0
108748,0
187277,0
60309,0
189150,0
73807,0
244990,0
60603,0
203646,0
235317,0
256356,0
110718,0
154284,0
119536,0
95440,0
181027,0
138230,0
150927,0
146731,0
229529,0
243011,0
282185,0
95209,0
28878,0
99177,0
75003,0
34052,0
193546,0
268811,0
138083,0
1794,0
256226,0
197502,0
185352,0
270054,0
63041,0
187534,0
18197,0
58816,0
88553,0
116437,0
53009,0
265813,0
159983,0
52117,0
5735,0
193528,0
100443,0
103251,0
143135,0
156501,0
19915,0
192532,0
271386,0
113033,0
214358,0
4764,0
42829,0
274095,0
173989,0
78419,0
22534,0
279333,0
137155,0
40536,0
130171,0
133654,0
55391,0
156184,0
139821,0
175790,0
52736,0
169375,0
167569,0
161953,0
104231,0
191624,0
194969,0
101760,0
199732,0
275181,0
227809,0
264233,0
216211,0
36086,0
114823,0
21740,0
212743,0
123697,0
82087,0
38207,0
95692,0
2909,0
271074,0
160499,0
12197,0
37000,0
15086,0
50429,0
269502,0
210951,0
33777,0
233274,0
86645,0
202898,0
227967,0
180080,0
257497,0
213303,0
32215,0
251592,0
181524,0
76843,0
215018,0
196594,0
132272,0
72211,0
200456,0
261169,0
64584,0
190216,0
221577,0
12385,0
93104,0
148785,0
232838,0
252738,0
263908,0
3416,0
265967,0
263786,0
62802,0
254310,0
266119,0
281599,0
199108,0
253227,0
239556,0
261911,0
79580,0
230270,0
147023,0
43012,0
208339,0
94945,0
98001,0
178222,0
257429,0
132616,0
73551,0
72357,0
53440,0
81974,0
247590,0
254112,0
246299,0
79209,0
173431,0
19912,0
22744,0
209137,0
44116,0
107751,0
202575,0
240814,0
21285,0
43676,0
171088,0
281250,0
118896,0
6672,0
101362,0
169410,0
146171,0
72822,0
32875,0
99313,0
141235,0
119725,0
182726,0
29234,0
203279,0
230828,0
241128,0
80844,0
98894,0
193855,0
257121,0
11469,0
97886,0
195596,0
125328,0
269409,0
282870,0
279923,0
113932,0
266181,0
275418,0
203731,0
166308,0
142501,0
238180,0
137915,0
10207,0
210508,0
236279,0
195600,0
172913,0
80202,0
156774,0
14002,0
251568,0
125781,0
86406,0
125779,0
275133,0
3457,0
11842,0
267781,0
9814,0
259003,0
262081,0
115079,0
266404,0
131761,0
63252,0
31794,0
242701,0
103711,0
9350,0
191786,0
164716,0
87942,0
177413,0
47393,0
162479,0
139888,0
47853,0
44266,0
68640,0
206556,0
198970,0
123177,0
204084,0
193439,0
102096,0
163273,0
86722,0
4599,0
123905,0
136396,0
139708,0
234944,0
127476,0
108474,0
145324,0
230572,0
254039,0
249463,0
280739,0
117894,0
120322,0
219984,0
282489,0
78409,0
252409,0
129182,0
130946,0
50120,0
139581,0
76671,0
142191,0
61413,0
241023,0
182417,0
252253,0
187880,0
227069,0
199118,0
210816,0
222909,0
200677,0
87754,0
128178,0
72374,0
122510,0
151687,0
85267,0
157966,0
60151,0
140425,0
144502,0
15363,0
45019,0
86784,0
169453,0
233596,0
2766,0
6195,0
208300,0
115702,0
137776,0
234189,0
126100,0
118904,0
233245,0
25823,0
163469,0
263294,0
30108,0
208647,0
179989,0
177151,0
79531,0
152089,0
9626,0
164019,0
85886,0
47475,0
167586,0
111395,0
191159,0
142615,0
12352,0
169291,0
242590,0
157899,0
27353,0
208498,0
257875,0
93389,0
91860,0
216420,0
23518,0
55821,0
214471,0
224465,0
172155,0
160142,0
56406,0
268497,0
284008,0
256663,0
191522,0
224468,0
170307,0
128224,0
169661,0
18041,0
96536,0
182080,0
50130,0
103926,0
145205,0
82018,0
20685,0
172104,0
186631,0
225161,0
247937,0
68759,0
134934,0
217102,0
203119,0
219456,0
247929,0
69250,0
141012,0
146656,0
271985,0
93540,0
167423,0
79803,0
146615,0
124496,0
101768,0
217903,0
228659,0
145021,0
109198,0
249746,0
42061,0
26255,0
11436,0
118070,0
268634,0
268517,0
132300,0
99137,0
94870,0
102783,0
63880,0
236948,0
125684,0
17646,0
92622,0
160308,0
77342,0
188653,0
211826,0
199825,0
126972,0
229043,0
279853,0
253062,0
81791,0
116636,0
229397,0
261536,0
33468,0
21007,0
122225,0
162696,0
208880,0
48683,0
59698,0
122776,0
31396,0
7415,0
40885,0
96652,0
45271,0
48092,0
36032,0
208269,0
177772,0
160411,0
177554,0
117599,0
107981,0
233905,0
133396,0
185754,0
29812,0
159127,0
27531,0
275679,0
84849,0
3079,0
161111,0
148012,0
269566,0
247111,0
38841,0
13245,0
140673,0
139659,0
167443,0
127788,0
264493,0
119068,0
157949,0
186726,0
183519,0
244156,0
135600,0
84286,0
223901,0
266142,0
195085,0
270196,0
93002,0
150666,1
165481,0
101104,0
45091,0
179937,0
165482,0
49330,0
50915,0
141691,0
245794,0
252293,0
112992,0
52503,0
188406,0
33993,0
258979,0
147651,0
164647,0
56493,0
218849,0
128565,0
279535,0
166769,0
202122,0
144640,0
217724,0
257710,0
151909,0
180040,0
158500,0
160441,0
185786,0
109633,0
136226,0
231898,0
103513,0
247292,0
124345,0
138467,0
224156,0
114762,0
211575,0
40086,0
245632,0
65024,0
72958,0
57883,0
143143,0
5276,0
204531,0
204471,0
210143,0
65035,0
88400,0
212088,0
90224,0
36657,0
29735,0
174136,0
44958,0
254930,0
174122,0
113388,0
232396,0
89420,0
268852,0
277514,0
139692,0
135230,0
237128,0
94854,0
46919,0
180266,0
95626,0
178308,0
162606,0
145583,0
20956,0
168402,0
81231,0
118249,0
245547,0
233830,0
74198,0
85111,0
167673,0
176053,0
222691,0
210016,0
95405,0
172702,0
120578,0
274640,0
254053,0
120641,0
4743,0
24243,0
228869,0
51289,0
23948,0
155056,0
67654,0
133449,0
165640,0
211190,0
243975,0
255379,0
200794,0
111359,0
269323,0
147110,0
82739,0
148562,0
195558,0
143802,0
106882,0
162418,0
173120,0
50964,0
161979,0
18631,0
30610,0
91313,0
143399,0
220215,0
143426,0
62,0
275532,0
197749,0
19679,0
209792,0
8467,0
241497,0
45444,0
207760,0
188752,0
230993,0
55380,0
56144,0
156105,0
45964,0
271581,0
261001,0
180510,0
191899,0
77973,0
227224,0
64089,0
153940,0
5942,0
3330,0
134218,0
210942,0
37909,0
204216,0
175851,0
80874,0
170414,0
126389,0
33300,0
164708,0
210000,0
174018,0
159624,0
224680,0
270466,0
188972,0
259312,0
124008,0
90478,0
42157,0
137694,0
57202,0
241938,0
260569,0
151735,0
102051,0
87556,0
42780,0
149244,0
262080,0
96297,0
38291,0
204104,0
279993,0
141044,0
8251,0
185538,0
114903,0
185072,0
34349,0
33871,0
13644,0
202557,0
231849,0
171574,0
157802,0
57602,0
129094,0
127,0
23477,0
90103,0
235587,0
80988,0
107656,0
52896,0
95850,0
79244,0
12110,0
124617,0
127878,0
24334,0
109580,0
134106,0
184208,0
218653,0
58709,0
249582,0
232194,0
77814,0
227554,0
117723,0
275203,0
248243,0
269077,0
76882,0
240236,0
155805,0
148910,0
58794,0
76748,0
282362,0
218539,0
221900,0
23564,0
127932,0
219354,0
213667,0
257341,0
134589,0
268914,0
54961,0
249202,0
36112,0
76940,0
30025,0
124613,0
103718,0
112125,0
172974,0
145435,0
140144,0
20651,0
192155,0
55663,0
203090,0
158837,0
32910,0
200506,0
118329,0
25653,0
112281,0
25458,0
271937,0
95193,0
237376,0
85735,0
105477,0
176670,0
168501,0
238603,0
26561,0
105640,0
31698,0
17968,0
146196,0
248414,0
140467,0
109444,0
104024,0
240303,0
189867,0
193708,0
143377,0
275313,0
208987,0
94514,0
169158,0
262136,0
193858,0
251765,0
89965,0
221926,0
75000,0
40767,0
282652,0
127521,0
142656,0
142650,0
85618,0
222171,0
125387,0
94809,0
66890,0
144467,0
94469,0
127330,0
173924,0
67804,0
89964,0
265380,0
119792,0
41738,0
149383,0
104329,0
139441,0
271555,0
280526,0
133996,0
234312,0
283219,0
202779,0
274110,0
15382,0
52179,0
31246,0
184234,0
137227,0
156242,0
56051,0
217030,0
125341,0
40763,0
188542,0
223631,0
46566,0
175279,0
178884,0
168764,0
8183,0
228078,0
84372,0
222585,0
273823,0
81291,0
197348,0
266603,0
132635,0
168122,0
187693,0
18275,0
270886,0
247733,0
215649,0
114270,0
18911,0
25104,0
212753,0
145496,0
256152,0
208660,0
205609,0
105282,0
146162,0
201024,0
239449,0
166587,0
194137,0
156200,0
24555,0
269174,0
280392,0
34672,0
58215,0
100158,0
106907,0
94687,0
39411,0
233048,0
221932,0
46694,0
241228,0
243618,0
27177,0
398,0
231147,0
265395,0
228582,0
93839,0
177423,0
48684,0
137272,0
179182,0
246060,0
190961,0
254927,0
249217,0
5536,0
107855,0
190082,0
31796,0
163101,0
221070,0
215363,0
227549,0
13144,0
114630,0
140754,0
213501,0
172916,0
69519,0
24465,0
104724,0
252012,0
38952,0
40103,0
175209,0
227866,0
182883,0
14091,0
108410,0
41103,0
253896,0
203771,0
10706,0
153565,0
55958,0
98740,0
14226,0
131609,0
128101,0
248813,0
44812,0
131149,0
98082,0
270622,0
39529,0
57232,0
105943,0
43484,0
153791,0
193013,0
204497,0
194508,0
273331,0
255294,0
198932,0
15926,0
279735,0
29221,0
283837,0
19531,0
45988,0
38248,0
18521,0
223923,0
184193,0
136380,0
155620,0
213361,0
46759,0
139513,0
24042,0
231293,0
266542,0
162234,0
121642,0
104438,0
130246,0
28996,0
211940,0
259893,0
177155,0
140747,0
6496,0
191109,0
186012,0
98193,0
220696,0
130375,0
96254,0
247564,0
119530,0
190350,0
78937,0
126225,0
76151,0
146039,0
208246,0
160114,0
265424,0
256632,0
11070,0
203190,0
245331,0
132145,0
110443,0
264675,0
186635,0
219242,0
173995,0
184032,0
201191,0
181084,0
32593,0
213706,0
157060,0
209291,0
222744,0
109732,0
201019,0
162557,0
205829,0
107168,0
153759,0
48196,0
34988,0
234866,0
230542,0
261442,0
34870,0
212052,0
147970,0
129176,0
153864,0
117992,0
43926,0
13393,0
124435,0
188301,0
238214,0
14806,0
83304,0
57721,0
204486,0
189220,0
95507,0
82747,0
232026,0
122471,0
82401,0
255769,0
97037,0
217801,0
208367,0
45008,0
142960,0
90603,0
42202,0
237627,0
262312,0
203035,0
28447,0
8492,0
60557,0
247836,0
230804,0
85411,0
184513,0
253701,0
180107,0
89421,0
203266,0
94436,0
117084,0
33171,0
128905,0
61190,0
10413,0
162445,0
96522,0
7246,0
134430,0
158836,0
40452,0
33673,0
198340,0
77328,0
209453,0
142057,0
25375,0
38293,0
260426,0
60866,0
72721,0
