,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
19878,23,,191444,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,United-States
5233,52,Private,317625,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
14291,55,Private,53481,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
39073,30,Private,75167,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
24889,18,Private,142751,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
24431,45,Private,114032,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
16604,29,Private,200381,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
17233,51,Private,269080,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
3153,20,Private,274545,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States
5335,29,Private,196494,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,36,United-States
41723,52,Local-gov,378045,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
30307,39,Private,191103,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
31202,34,Self-emp-not-inc,313729,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
43430,44,Private,210648,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
35138,26,Local-gov,202286,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
36834,30,Federal-gov,73514,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,45,United-States
11770,31,Local-gov,152109,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States
25853,25,Private,262885,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States
3897,50,Private,268913,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Iran
16888,29,Private,182521,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
28514,22,State-gov,262819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
17595,32,Private,509350,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Canada
23774,66,Self-emp-not-inc,291362,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
20820,57,State-gov,32694,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
3735,26,Self-emp-not-inc,334267,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
34650,32,Local-gov,161478,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,United-States
26202,44,Private,85604,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
7918,31,Private,48520,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
29205,37,Private,48093,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,90,United-States
33120,49,Private,209057,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States
36595,23,,296613,Some-college,10,Never-married,,Own-child,White,Female,0,0,32,United-States
38908,37,Private,143582,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Other,Female,4101,0,35,United-States
32752,59,Private,205759,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
44927,41,Self-emp-not-inc,193459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
16176,46,Private,411037,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States
4203,66,Private,123484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
15606,53,Self-emp-inc,69372,Doctorate,16,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,India
38865,21,Private,317175,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
36250,21,Private,120326,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
44972,28,Local-gov,135567,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,4101,0,60,United-States
4664,37,Private,166193,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
13213,66,Private,127139,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45046,72,Private,156310,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,2414,0,12,United-States
23700,23,Private,102729,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States
14151,35,Private,148906,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
16966,34,Private,136721,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
43589,50,Self-emp-not-inc,196504,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States
14239,19,,35507,Some-college,10,Never-married,,Own-child,White,Female,1055,0,40,United-States
47346,52,Local-gov,153312,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
47539,27,Private,492263,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,35,Mexico
8518,38,Local-gov,51240,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
33684,45,Private,97176,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States
17048,22,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Germany
11311,19,Private,244175,11th,7,Never-married,Sales,Own-child,White,Male,0,0,25,United-States
6587,43,Private,147099,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States
48210,43,Self-emp-not-inc,277488,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
17835,62,Private,134768,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,
23117,23,Private,70261,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
38554,61,Federal-gov,197311,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
29695,46,Private,155659,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Germany
2204,33,Private,238246,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,Germany
47549,43,Private,306440,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,France
8176,52,Local-gov,140027,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States
10520,39,Private,80479,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States
9393,69,Private,203313,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
10384,50,State-gov,78923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States
26255,46,Local-gov,111558,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
7509,47,Self-emp-inc,193960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States
47207,56,Private,107165,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18,United-States
47427,48,State-gov,78529,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
44013,50,Private,104501,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States
43744,18,Private,478380,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
28910,48,Federal-gov,96854,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States
18394,57,Private,103809,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
5828,66,Self-emp-not-inc,195161,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,
12359,38,Private,257942,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States
21668,24,Private,119704,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
1490,44,Self-emp-not-inc,138471,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
9547,31,Private,75755,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
32196,25,Self-emp-not-inc,136450,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
16862,57,Private,69884,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
45514,23,Private,32616,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
3638,30,,331237,HS-grad,9,Separated,,Own-child,Black,Female,0,0,20,United-States
45149,29,Private,185908,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,United-States
38270,37,Private,112660,9th,5,Divorced,Craft-repair,Own-child,White,Male,0,0,35,United-States
39058,28,Local-gov,201099,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,United-States
24677,45,Private,337825,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
3758,50,Private,178946,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
20293,35,Private,227571,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
23168,42,Private,132222,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,60,United-States
25709,32,Private,42485,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
43253,34,Local-gov,90934,Assoc-voc,11,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
15897,18,Private,618808,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
37371,76,Local-gov,259612,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,15,United-States
22730,51,Private,145114,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20338,31,Private,258849,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
36028,90,Private,226968,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
17058,34,Private,73585,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,
3090,52,,88073,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,40,United-States
48139,35,Private,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
17688,39,Local-gov,352628,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States
41357,19,,257343,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States
29036,28,Private,408473,12th,8,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States
4068,42,Self-emp-inc,173628,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
45226,17,Private,147069,10th,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States
25062,55,Private,229029,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,48,United-States
27284,28,Private,181291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1564,50,United-States
47149,35,Private,226311,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
47849,28,,60726,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,40,United-States
26393,18,Private,186909,HS-grad,9,Never-married,Sales,Other-relative,White,Female,1055,0,30,United-States
13546,28,Private,93021,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,Other,Female,0,0,40,
47795,46,State-gov,327786,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,3325,0,42,United-States
20292,40,Private,404573,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States
38919,29,Private,192924,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
36528,39,Local-gov,149833,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
9690,28,Private,157262,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
21922,40,Private,115161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
26141,20,,144685,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,1602,40,Taiwan
37962,34,Private,209101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,55,United-States
42112,31,Private,147284,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,99,United-States
32277,58,Self-emp-not-inc,141165,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
10528,39,Private,236648,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,42,United-States
20626,56,Self-emp-not-inc,115422,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
44327,32,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States
44019,52,Private,146567,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,14344,0,40,United-States
29166,25,Private,111675,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States
42671,23,Private,216472,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States
19819,36,Self-emp-inc,213008,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37383,35,Private,169672,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
13433,34,Private,123291,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
1927,60,Private,95680,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States
5817,37,Private,220696,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
47412,17,Private,277541,11th,7,Never-married,Sales,Own-child,White,Male,0,0,5,United-States
13303,48,Self-emp-not-inc,172034,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
6603,21,Private,57711,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States
19478,51,Self-emp-inc,180195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
8692,58,Private,49159,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
36103,29,Private,389713,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41122,31,Private,259705,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States
28004,61,Self-emp-inc,61040,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States
34007,28,Private,158737,12th,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador
27125,27,Private,335421,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
36882,39,Private,160916,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,45,United-States
18870,46,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
4740,30,State-gov,119197,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
38171,25,Private,281627,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
45170,41,Self-emp-not-inc,233130,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Mexico
24366,67,,81761,HS-grad,9,Divorced,,Own-child,White,Male,0,0,20,United-States
4521,47,Private,94342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States
26608,48,Self-emp-not-inc,328606,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,14084,0,63,United-States
22330,44,Private,192976,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
8232,64,Self-emp-not-inc,198466,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,70,United-States
18569,34,Private,268051,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0,0,25,Haiti
26775,37,Private,161141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
21164,26,Private,282304,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
38097,39,Local-gov,183620,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States
10478,48,Private,187715,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,46,United-States
40438,34,Private,106014,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
15654,60,,225894,Preschool,1,Widowed,,Not-in-family,White,Female,0,0,40,Guatemala
12559,36,Self-emp-not-inc,140676,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
38020,59,Private,244554,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States
47768,34,Private,85355,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
46161,60,Private,142922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
10695,24,Local-gov,244413,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35,Dominican-Republic
11787,41,Federal-gov,33487,Some-college,10,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,38,United-States
40045,48,Private,195491,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States
20621,28,Private,98010,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States
48146,27,Private,211032,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
29883,32,Private,372317,9th,5,Separated,Other-service,Unmarried,White,Female,0,0,23,Mexico
27790,74,Private,183701,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States
25437,58,Private,29928,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States
35597,21,Private,400635,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,
34342,71,Private,77253,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States
11104,50,Private,148121,Some-college,10,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
17631,34,Private,467108,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
45926,22,Private,190903,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
7003,44,Local-gov,366180,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
24437,51,Local-gov,136823,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States
1052,47,Private,47343,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
11555,28,State-gov,200068,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States
25442,39,Private,175972,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States
19111,63,Local-gov,41161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
36788,47,Private,355320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
28966,61,Self-emp-not-inc,176965,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
48014,41,Private,287306,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States
32577,19,Private,211355,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States
8916,19,,466458,Some-college,10,Never-married,,Own-child,White,Female,0,0,45,United-States
27360,35,Private,150057,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
3939,50,Self-emp-inc,447144,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
3275,50,Private,227458,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,51,United-States
19500,59,Private,283005,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
42274,66,Private,302072,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
2259,24,Private,211968,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
36221,47,Private,161311,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States
36331,32,Local-gov,177566,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,Germany
39592,50,Self-emp-inc,67794,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,United-States
19489,47,Private,297884,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
284,33,Private,265168,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,55,United-States
20692,43,Private,304175,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
39726,22,Private,298227,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,35,United-States
28235,24,Private,24243,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States
7798,29,Self-emp-not-inc,239511,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
22053,42,Private,272910,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
15302,47,Federal-gov,239321,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
11282,33,Private,63925,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States
23143,51,,69328,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States
12728,38,Self-emp-inc,231491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
33300,24,Private,187717,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
41555,49,Local-gov,269527,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States
22709,19,Private,121972,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States
26586,33,Private,357954,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,India
21648,17,Private,327434,10th,6,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
9297,34,Private,85632,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
32312,35,Private,170092,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,20,United-States
48530,35,Private,91839,Bachelors,13,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,7688,0,20,United-States
42634,49,State-gov,175109,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
25409,18,Self-emp-inc,119422,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,India
34570,50,Private,173630,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States
5841,42,Private,86912,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
21633,26,Private,108542,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States
11698,36,Private,355468,10th,6,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States
21440,27,Private,109001,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States
22931,28,Private,265628,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
8334,63,Private,195540,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Black,Male,0,1408,40,United-States
16803,24,Local-gov,248344,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,United-States
4261,48,Self-emp-not-inc,221464,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States
31024,19,Private,358631,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States
32497,20,Private,379198,HS-grad,9,Never-married,Other-service,Other-relative,Other,Male,0,0,40,Mexico
5482,26,Private,250261,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico
21211,34,Local-gov,303867,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
43372,37,State-gov,24342,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
667,41,Private,185057,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
36703,48,Self-emp-not-inc,296066,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
4244,76,Private,25319,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States
7111,24,Self-emp-not-inc,216889,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
10089,50,Private,137299,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
16628,30,,151989,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,40,United-States
2636,25,Private,211392,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States
34416,25,Private,66935,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States
48632,60,Private,36077,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
3012,25,Private,105930,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
2281,35,,29075,11th,7,Divorced,,Unmarried,Amer-Indian-Eskimo,Female,0,0,6,United-States
14101,43,Self-emp-not-inc,297510,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
19696,61,Private,231323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
14267,44,Private,367819,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40896,47,Private,227310,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
21638,36,Private,228190,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States
32606,32,Private,299635,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
1494,44,Private,103980,Some-college,10,Divorced,Prof-specialty,Own-child,White,Male,3325,0,35,United-States
20023,30,Private,173647,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
3646,72,Private,181494,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States
37782,81,Private,177408,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,26,United-States
11134,47,Private,234470,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
39048,44,Private,219155,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,England
