,class
6534,0
38577,0
20975,1
14088,0
10155,1
42734,0
6800,0
35912,1
12759,1
4234,0
76,0
8734,1
47288,0
32689,0
39548,0
344,1
45093,1
14343,0
39150,0
23899,0
46097,0
8372,1
47740,0
16876,0
44489,1
31481,0
17106,1
46675,0
32514,0
31738,0
20001,0
42567,0
34195,0
24824,0
35097,0
32025,1
29522,1
11024,0
36373,0
36470,0
33392,0
10714,1
35648,1
23755,0
45066,0
10368,0
30150,0
48224,0
30573,0
41261,0
40572,0
6718,0
1227,1
9712,0
517,0
26346,1
25316,0
37204,1
35113,0
27188,0
6354,0
2428,0
43153,0
40520,0
28228,0
38987,0
4591,1
5277,0
32292,0
41067,0
23087,0
20146,1
35555,0
29428,0
27270,1
25514,0
40750,0
46665,0
27431,0
9595,0
6485,0
20600,0
30919,0
35193,0
34941,1
1675,1
7822,0
8455,0
3490,0
39385,0
17593,0
22049,0
232,0
7897,1
14330,0
16257,0
40514,0
16148,0
38450,1
21258,0
21712,1
21071,0
37735,0
19852,0
10392,0
16378,1
10084,0
34582,0
34190,0
31730,0
48271,1
37019,0
18225,0
25331,1
21552,0
14477,0
8981,0
45638,1
5508,0
30993,0
37991,1
6142,0
20222,0
30872,0
11389,0
25667,1
43771,1
35480,0
35381,0
34006,0
19833,1
8480,1
41209,0
26699,0
24094,0
4522,0
11775,1
12917,1
4124,1
42396,0
41460,0
26952,0
37158,0
27377,0
16275,0
29069,0
23632,1
21562,0
14356,0
14481,0
33249,0
5406,0
28301,0
25791,0
6826,0
8107,0
46950,1
14754,0
4271,0
8217,0
9270,0
48793,0
5772,0
36478,0
41482,0
2996,0
4046,0
48023,1
15006,0
4404,0
4265,0
4537,0
39444,0
18739,0
15659,1
39332,0
46524,0
24422,0
37417,0
21609,0
24400,1
694,0
30633,0
5511,0
30295,0
35595,1
4152,0
22710,1
32755,1
17699,1
37818,0
39104,0
35688,0
23570,0
2757,1
13168,0
46440,0
35284,0
34246,1
33153,0
38662,0
9871,1
48529,0
46022,1
15087,0
1451,0
32956,0
36213,0
22075,1
14167,0
13124,0
38832,0
749,0
184,0
13567,0
480,0
18256,1
22522,0
48490,0
25348,0
6926,1
16591,0
23392,0
19488,0
6023,1
11151,0
7110,1
27444,0
28061,1
33294,1
44583,0
11736,0
24020,0
12313,1
6301,0
41605,1
35081,0
20627,0
15704,0
24788,0
21896,0
13875,0
16983,0
32710,0
12546,0
27457,1
47436,0
52,0
47627,1
34812,1
40781,0
18668,0
17468,0
24353,0
8022,1
43396,0
35866,1
38424,0
33740,0
39042,1
24470,0
37858,0
3612,0
2352,0
23042,0
10684,1
1496,1
42578,1
4856,0
23443,0
38630,0
7966,0
24996,0
26658,0
45198,0
1016,0
41890,0
26217,0
8650,0
32349,0
38808,1
31944,0
23033,0
13138,0
24780,0
929,0
10062,0
34064,0
14784,0
13771,0
33897,0
36079,0
44392,1
36135,1
14361,0
30882,1
10092,0
11478,0
26720,0
29784,0
42145,0
22066,0
42483,1
24240,1
22907,0
39948,0
6637,0
2930,1
35018,0
24612,0
42042,0
25600,0
35882,0
16887,1
37959,0
26878,0
33874,0
15895,0
22171,0
34454,0
36138,0
32314,0
40871,1
19893,1
9409,0
17113,0
10466,0
30237,0
23314,1
24916,0
737,1
10895,0
48596,0
1856,0
18227,0
37143,1
24182,0
11780,1
15243,0
39699,0
21714,0
24358,0
36868,0
4334,0
41597,1
10015,0
38916,0
36368,0
2218,1
26036,0
7680,0
48736,1
15748,0
7135,0
483,1
40282,0
6319,0
28505,1
13966,0
36992,0
20033,0
28494,0
70,1
8320,0
13113,0
7799,0
10722,0
13091,0
43009,0
14066,1
47150,1
31441,1
37092,1
19521,0
19023,0
42961,0
14895,0
45539,0
46682,1
37458,1
20684,0
41786,0
2167,1
37004,1
8519,1
26765,0
1136,0
2335,0
21074,1
4802,0
7576,0
21716,0
20685,1
25323,0
32785,0
19229,1
38771,0
44397,1
36860,1
45050,0
44536,1
43648,0
29882,0
43693,0
31310,0
43520,0
43424,1
18648,1
22386,1
3003,0
46662,0
42684,0
42548,0
17916,1
31695,0
11591,0
39170,0
48185,0
8442,0
1863,0
42152,0
6329,1
48531,1
30043,1
35824,1
13713,1
39195,0
23272,1
39848,1
1899,0
40719,0
25576,0
47537,1
45215,0
43522,0
9613,1
40613,0
15466,0
9684,0
21833,0
46544,0
226,1
7002,0
38421,1
30762,0
1523,0
42668,0
39851,1
38523,0
16119,0
10008,0
34930,0
16941,1
23083,0
37434,0
27463,0
32041,1
45507,0
17323,0
8791,0
12640,1
11658,0
45458,0
45015,0
33951,0
38093,0
15094,0
17777,1
34665,0
34892,0
14398,0
15818,1
3235,0
27367,0
5156,0
2123,0
33365,0
38561,1
23274,0
9522,0
26886,0
33081,0
20364,0
31536,0
16060,1
46525,1
35616,1
13982,1
3332,0
27955,1
33211,1
31489,0
46172,1
16217,0
24510,0
6856,0
19541,1
19943,0
19069,0
977,1
39648,0
47423,0
43374,0
39659,0
31022,1
25653,1
19024,0
25336,0
16669,0
9758,1
41710,1
11156,0
48054,1
6978,0
27255,0
19245,0
4999,1
37865,0
13770,0
2217,0
48207,0
20295,0
3798,0
37729,1
33374,0
35544,0
27097,0
25522,1
19348,0
38290,0
16808,0
9805,0
37114,0
21463,0
17329,0
11847,1
24706,0
13236,0
5055,0
27243,1
46318,0
37062,0
28016,0
26008,0
4574,0
28893,0
3502,0
28070,0
11783,0
32628,0
10677,0
10668,0
36568,0
37722,0
1004,0
3278,0
28544,0
7042,0
47029,1
21212,0
47782,0
48259,1
31253,0
2115,0
12205,0
10633,1
913,0
40887,1
33098,0
451,0
47484,0
8255,0
417,0
41337,0
10930,1
1515,0
39655,0
11496,0
37754,1
38388,0
36091,1
44477,0
610,0
19962,0
35335,0
19926,0
47140,0
8995,0
9346,0
3924,0
33443,0
2250,0
2624,0
651,0
39440,0
9419,0
30935,0
36183,0
35142,0
47739,0
42556,1
22682,0
7154,0
7140,0
34580,0
31714,0
24482,0
45476,0
30497,0
13826,0
1449,1
35353,1
31558,0
32880,0
1059,0
19204,0
27712,0
5725,0
6667,0
43879,0
3383,0
46975,0
26678,0
32548,0
43531,0
13750,0
45456,0
6165,1
39782,1
41908,1
27379,1
21630,1
24343,0
42722,0
5763,0
22115,0
6625,0
26483,1
32993,0
2097,0
46957,0
23374,1
24690,1
24601,0
38547,1
13971,1
17390,0
28195,0
41094,0
25277,0
19528,1
35027,0
5798,1
35332,0
36243,0
40955,0
26790,0
41280,0
28667,0
23576,0
31721,0
34194,0
42784,0
48764,0
25035,0
38303,0
19033,1
15245,0
31751,1
42635,0
9968,0
14214,0
8415,0
25255,0
10574,1
11178,0
6884,0
9920,1
11798,0
1881,0
21565,0
26877,0
31490,0
40318,1
3634,0
46496,1
22718,0
33571,0
32427,0
19223,0
38820,0
12216,0
46410,1
3144,0
20343,0
5956,0
1400,1
9032,0
40982,1
10175,1
12243,0
29514,1
40744,0
3258,0
16454,0
35734,0
42723,1
34197,0
532,0
34964,0
48019,0
13257,0
29533,1
17092,0
48193,0
6526,0
32078,0
2607,0
39519,0
29372,0
7091,1
9333,1
42465,0
12438,1
17975,0
39327,0
38755,0
41147,1
31126,0
5050,0
13745,1
31636,0
2251,1
23350,0
14674,0
30122,1
18817,0
32844,0
4699,0
4198,0
11539,0
16590,1
15083,1
13827,1
42397,0
30807,1
11431,0
42989,0
36594,0
14773,0
32660,0
36941,0
3933,1
19968,0
29188,0
42223,0
1745,0
41549,0
3771,0
26635,0
24559,1
31756,1
22242,0
42523,1
44439,0
20976,0
24472,0
1282,0
20527,1
13992,1
42038,0
36867,0
24265,1
9628,0
21740,0
17231,1
2370,0
2657,0
25521,0
8109,0
3374,0
23861,0
27888,0
22140,0
16198,0
39549,0
16789,0
5880,0
27335,0
31205,0
41004,0
44204,1
42821,0
41066,0
36444,1
24787,1
5858,0
36714,0
12937,1
14530,0
130,0
18029,0
32797,1
27056,0
35015,0
37662,0
17295,0
42826,1
22926,0
24253,0
35468,1
28285,1
21030,0
39788,0
21338,0
21943,0
12758,0
38522,0
7314,1
11445,0
33760,0
30982,1
3557,0
35161,0
41444,1
41121,1
916,0
48125,0
31396,0
40545,0
40712,0
30477,0
48004,0
6792,0
11234,0
5753,0
1189,0
22240,0
26701,0
25706,1
12289,0
13190,0
13700,1
29416,0
47561,1
12322,0
5400,1
42338,0
25993,0
21452,0
8345,0
4299,0
1098,0
36501,0
39443,0
22757,0
29314,1
38237,1
43645,0
618,0
37998,0
17970,1
22958,1
43500,0
35665,0
26972,1
33731,0
5546,0
23221,0
5605,0
48809,0
12729,1
33088,0
37486,1
9647,0
17645,0
6961,0
33856,0
17576,0
16183,0
32324,0
10803,0
14956,0
10656,0
7177,0
17010,1
2712,0
21583,0
4280,0
21179,1
11852,0
38893,0
27536,0
40370,1
9464,1
13778,0
33508,1
26148,1
1047,0
31450,0
42241,0
37363,0
33138,0
10766,0
41342,1
11270,1
36584,0
14929,0
44371,0
12249,0
26428,0
39108,1
19720,0
3131,1
37738,0
13407,0
26471,0
13359,0
28163,0
15063,0
46835,0
25061,0
32601,1
28866,0
11558,0
25773,0
8986,1
28582,1
19691,1
17038,0
46850,0
31415,0
6865,1
36692,0
38322,1
34928,0
38567,0
13887,1
42073,0
16955,1
32043,1
5782,0
20237,0
6194,0
13581,1
20173,1
28666,1
35449,0
28796,0
45780,0
26211,1
25504,0
5108,0
37753,0
28382,0
18240,1
1711,0
33981,1
7335,1
30708,1
10734,0
17710,1
44065,0
24897,0
24886,0
34744,1
27356,0
3212,0
14230,0
36212,1
1065,0
27176,0
20319,0
40254,1
4927,0
46676,0
418,1
12437,1
32495,0
14787,0
26584,0
5574,0
42598,1
20905,0
9320,0
5939,0
34081,0
18992,0
13529,0
38330,1
44368,1
33144,0
185,0
14349,0
40815,1
13047,0
10186,0
11495,0
12040,0
9650,0
38048,0
25366,0
26523,0
32976,0
44574,0
9152,0
3316,0
41198,0
8596,1
6839,0
400,0
21130,0
27129,1
31070,0
8222,0
36675,0
30764,0
36089,0
17869,0
43245,1
24660,0
22335,0
1522,0
24871,0
32378,0
10309,0
32382,0
17375,0
29777,0
25758,0
47335,1
20537,0
38781,0
38682,0
17882,0
29271,0
30890,1
28636,1
45589,0
9290,0
23165,0
19765,0
7729,1
36646,0
34268,0
36462,0
13272,1
7159,1
10946,0
38949,1
13501,0
10726,0
2093,0
46334,0
24761,1
23923,0
2051,0
32986,0
18701,1
13229,1
47127,0
28932,0
17437,1
17761,0
11071,0
13553,1
35655,0
5513,0
11323,1
14000,1
9503,0
13862,1
45030,0
18330,0
15428,0
10278,1
41637,1
28967,0
24467,0
9953,0
10101,1
44662,0
23105,0
14181,1
17819,0
6823,0
41216,0
38784,1
20244,0
35802,0
3609,0
38163,0
7805,1
34405,0
16030,1
5882,1
47119,0
20928,0
7114,0
41253,0
21840,0
17252,0
521,1
19038,0
31117,1
13381,1
8587,0
45284,0
3142,0
4076,0
4645,0
19626,0
22504,0
10111,1
19238,0
47462,0
28346,0
31742,0
10367,0
17012,0
17206,0
30303,1
12383,0
28042,1
41858,0
25766,0
8436,1
13048,0
17612,0
930,0
20610,1
27601,0
6004,0
40872,0
3583,0
33794,1
46960,0
37164,0
31726,0
36059,0
41652,0
35631,0
30094,1
19972,0
29174,0
43094,0
27910,0
46200,1
26140,0
33730,0
7632,1
33384,0
12119,1
46083,0
48666,0
32460,0
20350,0
15894,0
40798,0
7530,0
2362,0
5432,0
34984,0
4217,0
1221,1
27636,0
12344,0
23282,0
6797,0
16663,0
47334,0
33581,0
46089,0
45633,1
28083,0
45825,1
23270,0
29420,0
17800,0
9773,0
27913,0
33535,1
19850,0
10251,0
1874,1
28503,0
40108,0
13655,0
1243,0
23987,0
23637,0
7071,0
15854,1
21863,1
39145,0
31053,0
34728,0
8533,0
24124,1
39954,0
3574,0
42277,0
7156,0
40103,0
43166,0
25322,1
29472,0
7256,0
42386,1
5381,0
40030,0
11121,0
10429,0
25952,0
38803,0
7238,0
1803,0
12133,1
46471,0
29495,1
37909,0
46820,1
47168,0
23016,1
44218,0
47678,0
19967,0
4830,0
38789,0
33062,0
675,0
48345,0
10642,0
4029,1
36067,0
23100,0
12092,0
34391,0
13573,1
35785,1
21450,1
42095,0
9025,0
13103,0
3447,1
29211,0
2490,0
36842,0
47359,0
17507,1
15706,0
6028,1
4618,0
45642,0
18307,1
26002,0
47932,0
16731,0
26795,0
40131,0
40864,0
42256,0
47065,0
46269,0
8505,0
25946,0
6611,0
6806,0
36158,0
27057,1
33212,0
10679,1
2075,0
15067,0
41096,1
44604,0
9364,0
14610,0
29711,0
9054,0
9374,0
47966,0
1192,0
2786,0
23776,0
38328,0
22233,0
42679,0
37321,1
34518,0
41146,0
38326,0
31435,0
14305,1
13678,0
19008,0
36853,1
36194,0
45875,0
18891,0
29132,0
42144,0
23073,1
24409,0
34282,1
32992,0
46903,0
14410,0
36502,0
15149,0
29224,0
26835,0
12019,0
41585,0
44016,1
17924,1
39733,1
35945,0
8885,0
4302,0
529,1
28919,0
30326,1
21389,1
37032,0
18606,1
34008,0
11485,0
31665,1
13977,0
41367,0
4070,0
11817,0
44651,0
2441,1
9195,0
33532,0
12038,0
39869,0
8978,0
21199,0
20871,0
41010,1
5609,0
16613,0
31165,0
18042,0
24125,0
46051,0
44144,1
38824,1
42263,1
19707,0
33823,0
37314,1
22103,1
43036,0
25764,0
29263,1
29908,0
7903,0
39046,0
20646,1
19171,0
27492,1
40152,0
36423,1
13482,0
17518,0
48755,1
22060,0
28830,0
14952,1
17908,1
43037,1
37877,0
22916,0
11501,0
17082,0
13539,0
32370,0
25066,0
11221,0
44823,0
26479,1
13356,0
30436,0
42057,0
46832,0
33903,1
30461,1
37933,1
20410,0
33996,1
24919,0
32058,1
46667,0
3982,0
28060,0
20663,0
28997,0
8889,0
6928,0
38060,1
38311,1
4284,0
38156,0
40639,0
46827,1
48,0
35197,1
15030,0
21288,1
35531,1
30915,0
2268,0
19406,1
27668,0
3059,1
38494,0
39856,0
19758,1
15355,0
18090,0
546,0
29580,1
12710,0
23860,1
43228,0
48820,1
10097,0
1540,0
45697,0
25422,0
32564,1
9681,0
34435,0
20169,0
42813,0
13649,0
20353,0
18566,0
42926,0
26291,1
5191,1
44837,0
900,1
32532,0
21091,1
23407,0
44913,0
48169,0
1662,0
44857,0
5135,0
33180,0
11146,1
5493,1
45336,1
18335,0
38128,0
28454,1
22804,0
21160,0
7235,0
45850,0
3072,0
32653,1
47386,0
26848,1
37310,1
34647,0
26342,1
30273,0
43545,0
7985,0
20086,0
42286,0
21617,0
16537,0
17491,1
14681,0
27458,1
31885,1
21502,0
18939,0
5919,0
1341,0
33821,1
30067,1
19633,0
18764,0
35457,0
17215,1
40883,1
43247,0
29286,1
39071,0
21429,0
42611,0
2378,0
25567,0
28367,1
34,0
41656,0
23989,0
22086,0
47046,0
19061,0
40439,0
19057,0
46237,1
24562,0
33400,0
36669,0
27624,1
13468,0
24478,0
12000,1
44186,0
33450,0
15539,1
42739,0
22340,0
36077,0
10280,0
30165,0
27558,0
36381,0
42971,0
9993,0
24426,0
28166,0
30830,0
28321,0
7231,0
17274,1
28328,0
21902,0
9700,1
26652,0
44162,0
18025,0
27727,0
18781,0
8526,1
40234,0
22122,0
44077,1
8212,0
11186,0
6271,0
23448,0
21947,1
4932,1
8557,0
11747,0
24964,0
48831,0
9706,0
12571,0
39966,1
20531,0
15035,0
17682,0
32340,0
3879,1
36994,0
12414,0
33769,0
498,0
10203,0
15907,0
40752,1
15995,0
32127,0
48450,0
36403,0
48478,0
46575,0
35775,1
2965,0
43696,0
46463,1
2282,0
37781,0
31933,0
5343,1
685,0
34816,1
27227,0
19767,0
45068,0
26967,0
9780,1
14977,1
2927,0
3355,0
11691,0
4764,0
46586,0
29284,0
20562,0
9936,0
28436,0
4062,0
23011,0
16564,0
18808,0
42997,1
13018,0
34471,0
23772,0
24184,0
1576,1
31227,0
20682,1
15964,1
10020,1
33061,0
35104,0
27777,0
39140,0
7675,0
15484,0
24545,0
3260,0
29789,0
32677,0
9844,0
17705,0
1115,0
15095,0
22326,1
38930,0
42118,0
13945,0
24975,1
2328,1
38711,1
30006,0
29555,1
36234,0
16196,0
42527,0
43023,0
44768,0
1682,0
41606,0
45332,0
21808,0
8881,0
41588,0
26711,0
14512,1
16725,0
42992,0
23770,0
20757,0
4575,0
26959,0
46846,0
42301,0
44608,0
17279,0
14772,0
29252,0
19909,0
47387,1
4903,0
27950,0
7245,1
1575,0
27805,0
10341,0
40119,0
25285,1
16475,0
8802,0
13345,0
27735,0
21237,0
15615,0
46569,0
17181,0
6432,0
13541,1
35603,0
8269,1
34472,0
3164,0
14245,0
20995,0
17731,0
9809,0
10443,0
36142,1
38870,0
2367,0
27006,1
21566,1
24537,1
42713,0
28850,0
29848,0
37406,0
28722,0
30464,0
36706,0
41001,0
17397,0
12459,0
4015,1
20567,0
43727,0
30622,0
13662,0
31144,1
36000,0
19249,1
6658,0
20554,0
41163,0
35356,1
13808,0
46792,0
17868,0
16701,0
8816,0
3025,0
7969,0
8718,0
44068,0
18422,0
7638,1
41302,0
44575,1
18666,1
8344,1
24768,0
16845,1
24208,0
39335,0
43940,0
48486,0
19799,1
33745,0
27535,1
36614,0
18343,0
35396,0
3555,0
3317,0
38099,0
34379,0
31993,1
8429,1
10841,0
939,0
10188,0
37884,0
46182,1
27997,0
1719,1
14892,0
39965,0
46223,0
37620,0
43172,1
37913,0
6396,0
44241,0
4378,0
17580,0
48298,0
14808,0
14518,0
10492,0
48144,0
114,0
23323,0
6525,0
32350,0
20052,0
16229,0
44473,0
11652,0
15921,0
18386,0
3285,0
35067,0
33988,0
13790,1
10128,1
4095,0
14626,1
3137,0
25031,0
46909,1
7478,0
3981,1
23086,0
14658,0
25459,0
48794,1
41471,1
48022,0
26438,0
9569,0
38399,0
31723,0
22515,0
30558,1
8272,1
48597,0
39138,0
42719,0
8328,0
1869,0
28560,1
40323,0
33336,0
21587,0
1435,0
4880,0
36980,1
2021,0
36460,0
45325,0
27555,0
9318,1
4356,0
23578,0
4099,0
37259,1
48119,0
23796,0
26349,0
16690,0
7486,0
243,0
26419,0
44679,0
7867,0
9310,0
37848,0
9317,1
23681,0
2635,1
16231,1
21981,0
4059,0
39227,0
24228,0
6997,0
31006,1
21012,0
2491,1
47259,0
15746,0
11370,0
41715,1
16210,0
41927,1
1585,0
25203,0
7255,0
42917,0
29272,0
17479,0
40977,0
23427,0
38943,0
12129,0
25768,0
12672,0
47112,1
36203,0
47565,0
7785,1
16463,0
40476,0
4432,0
26030,0
35951,0
46493,1
29710,0
17659,1
30858,0
19322,0
16926,1
31484,0
47858,0
3356,0
17932,0
37813,0
48284,0
46426,0
496,0
10081,0
1398,0
12477,0
20395,0
35764,1
16417,0
32009,0
9696,0
27699,0
46655,0
29265,0
18482,0
31884,0
48627,0
32125,0
35624,0
46905,0
10967,0
31008,0
7018,0
22893,0
28752,0
47252,1
23897,0
28990,1
40524,0
33674,1
1924,1
16791,0
7205,0
46856,0
40262,0
32486,1
31729,0
31568,0
34806,0
47499,0
23403,0
38193,1
34440,1
46726,0
8116,0
16260,0
15037,0
34278,0
12877,0
39697,1
26264,0
15157,0
2880,1
30699,0
8465,0
45264,0
47605,0
41959,0
5297,0
30715,0
31410,0
11229,0
16988,0
5706,0
34294,1
10500,1
8335,0
596,0
21437,0
10044,0
29564,1
9180,0
22378,0
18053,1
38177,0
38551,0
47374,1
23227,0
44777,0
31509,0
13007,0
33387,0
41401,1
13592,0
38165,1
38455,1
39805,0
6256,0
41203,0
9852,0
10712,0
13542,0
29305,0
30819,0
14352,0
48257,0
15658,0
3215,0
11656,0
11779,0
35789,0
19490,0
18681,0
27074,1
27199,0
30018,0
31234,0
10005,0
18593,1
7326,0
44799,0
800,0
47805,1
31437,0
3444,0
19479,1
39160,0
23907,0
35288,0
1807,0
16896,0
23747,0
24793,0
10345,0
37407,0
47502,0
43471,0
33213,0
7597,0
23773,1
11556,0
39902,0
34203,0
16957,0
32718,0
6922,0
17344,0
27133,0
6796,1
7287,0
39744,0
34468,0
17185,0
20893,1
39387,1
46735,0
10305,0
16430,0
21758,0
19619,0
19610,0
5461,0
692,1
42373,0
42790,0
373,0
42627,1
23046,1
13645,0
11504,0
630,0
19575,0
46518,0
22966,0
19851,0
8057,0
29334,0
17286,0
41304,1
3277,0
30406,0
18416,0
44093,0
17552,0
14225,1
21061,1
15120,0
36189,0
7269,0
37617,0
35614,1
14848,0
14902,1
23714,0
13811,0
25753,0
48092,0
39192,0
47237,0
16995,0
18582,0
2702,0
6788,1
15294,0
46949,0
30399,1
40325,1
14229,1
38041,0
17004,1
10749,1
5983,0
22505,1
37719,0
29537,0
20068,0
1071,0
35936,1
23348,0
30713,0
25110,1
14527,0
37760,0
44219,0
40717,1
41158,0
26582,0
22044,0
37392,0
48160,0
39019,1
6621,1
30143,1
46057,0
20408,1
34412,0
29665,1
48738,1
31709,0
5648,0
16090,1
13337,0
35151,0
28661,0
19349,0
24121,1
43189,0
23048,0
33424,0
43116,0
45639,1
16377,1
48090,1
3116,1
44136,1
36869,0
20252,0
13364,0
22,0
31013,0
17853,0
18306,0
22919,0
19844,0
11642,0
47921,0
45110,0
10406,0
32754,0
43027,0
45711,1
48028,1
3436,0
45252,0
10912,0
41291,0
23239,0
1852,0
39470,0
4692,0
21083,0
36694,0
9739,0
17147,0
11125,0
39452,0
1067,1
19347,0
15421,0
17647,0
45259,1
5244,0
16439,0
10319,0
8252,1
20784,0
26339,0
47898,0
36525,0
45317,0
45374,1
28364,1
45869,0
30107,0
22117,1
16017,0
3218,0
30742,0
47102,0
14470,0
43085,0
30665,1
32083,0
10596,1
19582,0
24568,0
13464,1
48440,0
46268,0
24753,0
14641,0
33262,0
13012,1
19654,0
36097,0
37507,1
10824,0
46894,0
28635,1
31643,0
32944,1
34162,0
22912,0
14417,1
13981,0
5268,1
19026,0
1728,1
28541,0
39652,0
7041,0
14519,0
43984,0
20741,0
33149,0
41446,0
38712,0
44910,1
38492,0
22375,0
29779,1
16267,0
36134,0
2185,0
7648,0
34389,1
19773,0
24597,0
46021,0
1116,0
19306,0
40832,0
37921,0
39581,0
6300,0
35589,0
35489,1
121,0
27490,0
34998,0
29202,0
22194,0
47245,1
6215,0
37271,0
17474,0
44785,0
39111,0
32779,0
7693,0
29844,0
35678,0
13437,0
16764,0
44002,0
47800,1
10228,0
13525,0
29774,0
40838,0
7124,0
4915,0
24689,0
32358,0
41930,0
20899,1
28671,0
41270,1
3157,0
41330,0
4257,0
4945,0
7174,1
28508,0
2552,1
2793,0
2252,0
22016,0
40413,0
15887,0
13819,0
37629,0
585,0
36204,1
7751,0
27560,0
38595,0
16342,0
29981,0
15987,0
18300,0
33817,0
44069,0
25502,0
17408,0
29911,0
7332,1
7198,0
42150,0
3099,1
35136,0
11869,0
13231,1
31764,0
9528,0
7719,0
43421,1
38350,0
19569,0
34609,1
36337,0
26172,0
31306,0
12336,0
33472,0
23833,0
36459,0
10030,0
28616,0
25865,0
16287,0
28434,0
33391,1
15620,0
47459,1
46278,0
31874,0
24913,1
21330,1
28647,0
36804,1
1764,0
8696,0
9337,0
47136,0
18448,1
48813,1
35323,0
29824,1
36917,0
22685,0
17903,0
264,0
23720,0
35971,0
2711,1
15404,0
31343,0
47143,0
1609,0
3581,0
39650,0
7604,0
34130,0
25033,0
46002,0
21380,1
24909,1
17858,0
14412,0
18174,1
45588,0
38298,1
20641,0
16056,0
45407,0
36728,0
33657,0
19995,1
178,1
42676,0
5838,0
40196,0
32166,0
293,0
22586,0
38520,0
4115,1
46768,0
11416,1
36976,0
16087,1
47486,0
43472,0
19303,1
30649,0
10337,1
4713,1
26769,0
6015,0
48485,0
11879,0
46932,1
40400,0
10150,0
46814,0
2010,0
2642,0
6114,0
42485,0
41756,0
31802,0
26776,0
26881,0
13595,1
28473,1
20789,0
45453,0
33624,0
4390,0
41386,0
1315,0
13435,0
44453,1
15583,0
20915,0
11013,0
7457,0
31809,1
13661,0
24189,0
5816,0
34542,0
2266,1
17806,0
47516,1
43894,0
39830,1
5014,0
23790,0
38761,0
34997,0
30810,1
32496,0
39980,0
39380,0
3386,0
30925,1
1151,1
20278,0
35968,0
31295,0
26194,0
13870,0
18702,0
15331,0
26106,0
38743,1
8280,0
2199,1
29355,0
11371,1
36887,0
11220,0
6493,0
41301,0
21999,0
26246,0
39290,0
30375,0
41570,0
851,1
2018,0
21259,1
39533,0
42053,0
11690,0
11148,0
30518,1
37519,0
19474,0
24751,0
40277,0
24554,0
43426,0
45663,0
34176,0
21713,0
4613,0
12054,0
47926,1
27306,1
47577,0
36205,0
44715,0
14140,0
1853,0
30804,1
42275,0
19505,1
46235,1
12281,0
44876,0
41064,0
21558,0
35725,1
20824,1
24226,0
11773,0
40250,0
28566,0
8564,0
29626,1
39052,0
32673,0
23349,0
20331,0
3993,1
46499,0
4660,0
46136,0
244,0
38291,1
22517,1
21056,0
28350,0
48194,0
33959,0
8037,0
18841,1
10146,0
23125,1
21687,1
28173,0
30424,1
575,1
846,1
19469,0
23719,1
16631,1
30433,1
43529,0
35842,0
31583,0
11266,0
6331,0
19572,0
7759,1
18280,0
17178,0
32085,1
11085,0
28238,1
35159,1
46475,1
20630,1
33164,0
18444,0
1545,0
35817,0
32020,0
25091,0
405,0
48221,0
40673,0
3377,1
38200,0
30963,0
10937,0
27295,0
30608,0
13984,0
18550,0
21781,0
2422,0
28274,0
46839,0
42093,0
44753,0
31494,0
40070,1
1407,0
36427,0
35465,0
11067,0
7706,0
48803,0
47342,0
45647,0
8178,0
20618,0
12753,0
26594,0
2557,0
29197,0
12875,1
3223,0
18019,1
1321,0
2110,0
12878,0
9965,0
43320,1
4702,0
30311,0
8517,0
13921,0
10387,0
21807,0
32189,0
42232,0
44496,0
7780,0
34559,0
34903,0
32380,0
36431,0
45833,0
48504,0
42648,0
22032,0
14789,1
10514,0
46534,0
2832,0
32999,0
13023,0
21898,0
11962,1
44648,0
2988,0
19952,0
29238,0
5564,0
19042,0
2916,1
13216,1
27837,0
171,0
20664,0
107,0
38535,1
45225,1
28801,0
35229,1
16811,0
13447,0
13955,1
21283,0
17289,1
25156,0
16345,0
30748,0
3744,0
31693,0
29443,0
20413,0
44344,1
39275,0
456,0
10780,0
23183,0
40735,1
38676,0
14128,0
43252,0
6456,0
28519,0
45827,0
48412,1
13183,0
20639,0
5620,0
43171,1
25201,0
14673,0
30746,0
14224,1
4018,0
39257,0
14298,0
6486,0
3221,1
37520,0
34387,1
12425,0
7350,0
24884,0
34527,0
48030,0
20959,0
15929,0
13936,0
43216,0
843,1
4013,0
11728,0
1228,0
40283,0
1046,0
47799,0
35060,1
8336,0
1565,1
2725,0
45005,1
33237,0
40344,1
24196,0
20239,1
17681,0
43473,1
29076,0
17460,0
41279,0
47808,0
23490,0
1387,1
45162,1
18003,1
29812,0
43265,0
21842,0
18750,1
21153,1
27595,1
42775,0
39149,1
28300,0
17456,1
17856,0
14828,0
579,1
45293,0
1273,1
21868,0
10102,0
24614,1
40354,0
25661,0
39544,0
6307,0
818,0
31014,1
25181,0
18874,1
36854,0
32778,0
26684,0
43199,0
4883,1
35199,1
16201,0
46218,0
21734,0
42404,1
48635,0
18970,0
28753,0
18185,1
43554,0
41665,0
26680,0
45666,0
47790,0
15763,0
11407,0
5677,0
2672,0
3854,1
6133,0
16495,1
11116,0
12141,0
5642,0
28188,0
18135,0
40615,1
13733,0
19625,0
27874,1
35907,0
24130,0
42208,0
2079,0
11594,0
47987,0
21249,0
12604,0
44948,0
16822,0
22293,0
9601,0
48375,0
42726,0
10240,0
29575,0
16291,1
37592,1
45917,1
18084,1
28264,0
27351,1
43811,0
8845,0
26568,0
